<doc metapath="./data/AnnotatedFile/Train/378.meta">
 <entity time="2003-03-26-WXX-3" type="TimeEntity">
  <token_ref ref-id="0-37" word="Wednesday"></token_ref>
 </entity>
 <entity time="P3D" type="TimeEntity">
  <token_ref ref-id="1-1" word="Three"></token_ref>
  <token_ref ref-id="1-2" word="days"></token_ref>
 </entity>
 <entity time="PAST_REF" type="TimeEntity">
  <token_ref ref-id="7-5" word="past"></token_ref>
 </entity>
 <entity time="PXD" type="TimeEntity">
  <token_ref ref-id="9-2" word="days"></token_ref>
 </entity>
 <entity time="2003-03-26-WXX-3" type="TimeEntity">
  <token_ref ref-id="9-33" word="Wednesday"></token_ref>
 </entity>
 <entity time="PRESENT_REF" type="TimeEntity">
  <token_ref ref-id="11-5" word="now"></token_ref>
 </entity>
 <entity time="PXD" type="TimeEntity">
  <token_ref ref-id="13-13" word="days"></token_ref>
 </entity>
 <entity time="2003-03-25-WXX-2" type="TimeEntity">
  <token_ref ref-id="14-2" word="Tuesday"></token_ref>
 </entity>
 <entity time="2003-03-26-WXX-3" type="TimeEntity">
  <token_ref ref-id="16-24" word="Wednesday"></token_ref>
 </entity>
 <entity time="2003-03-26TNI" type="TimeEntity">
  <token_ref ref-id="17-7" word="overnight"></token_ref>
 </entity>
 <entity time="2003-03-25-WXX-2TNI" type="TimeEntity">
  <token_ref ref-id="19-20" word="Tuesday"></token_ref>
  <token_ref ref-id="19-21" word="night"></token_ref>
 </entity>
 <entity time="PT6H" type="TimeEntity">
  <token_ref ref-id="20-6" word="six-hour"></token_ref>
 </entity>
 <entity time="2003-03-26-WXX-3" type="TimeEntity">
  <token_ref ref-id="20-12" word="Wednesday"></token_ref>
 </entity>
 <entity time="P5W" type="TimeEntity">
  <token_ref ref-id="21-3" word="about"></token_ref>
  <token_ref ref-id="21-4" word="five"></token_ref>
  <token_ref ref-id="21-5" word="weeks"></token_ref>
 </entity>
 <entity time="P6M" type="TimeEntity">
  <token_ref ref-id="22-56" word="about"></token_ref>
  <token_ref ref-id="22-57" word="six"></token_ref>
  <token_ref ref-id="22-58" word="months"></token_ref>
 </entity>
 <entity time="P7Y" type="TimeEntity">
  <token_ref ref-id="25-2" word="7-year-old"></token_ref>
 </entity>
 <entity time="FUTURE_REF" type="TimeEntity">
  <token_ref ref-id="27-5" word="the"></token_ref>
  <token_ref ref-id="27-6" word="future"></token_ref>
 </entity>
 <entity time="P45D" type="TimeEntity">
  <token_ref ref-id="30-11" word="45"></token_ref>
  <token_ref ref-id="30-12" word="days"></token_ref>
 </entity>
 <sentence>
  <dependency head="ROOT-0" dependent="struggled-41" type="root"></dependency>
  <dependency head="STORY-4" dependent="APW_ENG_20030326-1" type="compound"></dependency>
  <dependency head="STORY-4" dependent=".0190-2" type="nummod"></dependency>
  <dependency head="STORY-4" dependent="NEWS-3" type="compound"></dependency>
  <dependency head="STORY-4" dependent="arrives-9" type="acl:relcl"></dependency>
  <dependency head="convoy-8" dependent="20030326-5" type="nummod"></dependency>
  <dependency head="convoy-8" dependent="First-6" type="compound"></dependency>
  <dependency head="convoy-8" dependent="relief-7" type="compound"></dependency>
  <dependency head="arrives-9" dependent="clear-16" type="xcomp"></dependency>
  <dependency head="arrives-9" dependent="convoy-8" type="nsubj"></dependency>
  <dependency head="arrives-9" dependent="Iraq-11" type="nmod"></dependency>
  <dependency head="Iraq-11" dependent="in-10" type="case"></dependency>
  <dependency head="Iraq-11" dependent="struggle-14" type="nmod"></dependency>
  <dependency head="struggle-14" dependent="as-12" type="case"></dependency>
  <dependency head="struggle-14" dependent="allies-13" type="compound"></dependency>
  <dependency head="clear-16" dependent="way-18" type="dobj"></dependency>
  <dependency head="clear-16" dependent="QASR-20" type="nmod:tmod"></dependency>
  <dependency head="clear-16" dependent="to-15" type="mark"></dependency>
  <dependency head="way-18" dependent="the-17" type="det"></dependency>
  <dependency head="QASR-20" dependent="UMM-19" type="compound"></dependency>
  <dependency head="QASR-20" dependent="Iraq-22" type="appos"></dependency>
  <dependency head="Iraq-22" dependent="AP-24" type="appos"></dependency>
  <dependency head="Iraq-22" dependent="arrived-31" type="acl:relcl"></dependency>
  <dependency head="convoy-30" dependent="The-26" type="det"></dependency>
  <dependency head="convoy-30" dependent="first-27" type="amod"></dependency>
  <dependency head="convoy-30" dependent="sizable-28" type="amod"></dependency>
  <dependency head="convoy-30" dependent="relief-29" type="compound"></dependency>
  <dependency head="arrived-31" dependent="Iraq-33" type="nmod"></dependency>
  <dependency head="arrived-31" dependent="sandstorm-36" type="nmod"></dependency>
  <dependency head="arrived-31" dependent="Wednesday-37" type="nmod:tmod"></dependency>
  <dependency head="arrived-31" dependent="forces-40" type="nmod"></dependency>
  <dependency head="arrived-31" dependent="convoy-30" type="nsubj"></dependency>
  <dependency head="Iraq-33" dependent="in-32" type="case"></dependency>
  <dependency head="sandstorm-36" dependent="during-34" type="case"></dependency>
  <dependency head="sandstorm-36" dependent="a-35" type="det"></dependency>
  <dependency head="forces-40" dependent="as-38" type="case"></dependency>
  <dependency head="forces-40" dependent="allied-39" type="amod"></dependency>
